@relation FightDataForLogisticRegression2

@attribute Winner {Red,Blue,Draw}
@attribute B_avg_BODY_landed numeric
@attribute B_avg_HEAD_landed numeric
@attribute B_avg_KD numeric
@attribute B_avg_LEG_landed numeric
@attribute B_avg_PASS numeric
@attribute B_avg_REV numeric
@attribute B_avg_SUB_ATT numeric
@attribute B_avg_TD_landed numeric
@attribute B_losses numeric
@attribute B_total_title_bouts numeric
@attribute B_win_by_Decision_Majority numeric
@attribute B_win_by_Decision_Split numeric
@attribute B_win_by_Decision_Unanimous numeric
@attribute B_win_by_KO/TKO numeric
@attribute B_win_by_Submission numeric
@attribute B_win_by_TKO_Doctor_Stoppage numeric
@attribute B_Reach_cms numeric
@attribute R_avg_BODY_landed numeric
@attribute R_avg_HEAD_landed numeric
@attribute R_avg_KD numeric
@attribute R_avg_LEG_landed numeric
@attribute R_avg_PASS numeric
@attribute R_avg_REV numeric
@attribute R_avg_SUB_ATT numeric
@attribute R_avg_TD_landed numeric
@attribute R_losses numeric
@attribute R_total_title_bouts numeric
@attribute R_win_by_Decision_Majority numeric
@attribute R_win_by_Decision_Split numeric
@attribute R_win_by_Decision_Unanimous numeric
@attribute R_win_by_KO/TKO numeric
@attribute R_win_by_Submission numeric
@attribute R_win_by_TKO_Doctor_Stoppage numeric
@attribute R_Reach_cms numeric
@attribute B_age numeric
@attribute R_age numeric

@data
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,?,3,30,0,2.5,3.5,0,2,4,1,1,0,0,1,0,0,0,190.5,25,24
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,185.42,14.666667,24.111111,0.111111,4.222222,1.555556,0.444444,1.444444,2.666667,3,0,0,2,2,1,1,0,180.34,26,27
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,?,25,43,0,8.5,0.5,0,1.5,0.5,0,0,0,0,2,0,0,0,177.8,23,25
Blue,11.2,16.4,0,13.6,0.2,0.2,0.6,0,2,0,0,1,1,0,1,0,193.04,6.2,18.6,0,3.4,3,0,0.6,3,2,0,0,1,1,0,1,0,182.88,25,30
Red,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,?,9.166667,15.666667,0.416667,4.25,1,0.25,1.25,1.166667,5,0,0,0,2,4,1,0,190.5,31,31
Red,2.333333,2.666667,0,2.666667,0,0,0,0.333333,3,0,0,0,0,0,0,0,193.04,3.1,13.9,0.1,3.5,0.3,0.2,1.1,1.4,5,0,0,1,1,0,3,0,187.96,31,30
Red,1,1.5,0,2,1,0,0.5,0.5,1,0,0,0,0,0,1,0,187.96,4.5,5.5,0,2.5,1,0,0.5,1,1,0,0,0,0,0,1,0,180.34,24,29
Red,16,31,0,14,6,0,0,4,1,0,0,0,0,0,0,0,162.56,13.25,22.75,0,11.25,1.75,0.5,0,4,2,1,0,0,2,0,0,0,167.64,28,25
Red,6.833333,7.166667,0,3.333333,4.166667,0.166667,0,3,2,0,0,0,4,0,0,0,182.88,0.5,5.5,0.5,0,0,0,0,0,1,0,0,0,0,1,0,0,187.96,31,27
Red,4.333333,24.75,0.083333,3.5,0.416667,0.166667,1.083333,0.833333,6,0,0,0,2,0,3,1,182.88,3.75,12.75,0.25,3.875,1,0.125,1,1.25,3,0,0,0,2,1,2,0,187.96,29,36
Red,7.333333,30.333333,0,5.666667,0.666667,0,0,2,1,0,0,0,1,1,0,0,167.64,5,10,0,2.5,0,0,0,0.5,2,0,0,0,0,0,0,0,175.26,29,27
Red,1,4.5,0,6,2,1,1.5,0,1,0,0,0,0,0,1,0,177.8,8.5,24.5,0.125,7.375,1.375,0,0.375,2.625,3,0,0,1,2,1,1,0,177.8,30,31
Red,14,18,0,7,3,1,0,1,0,0,0,0,1,0,0,0,185.42,5.333333,18.333333,0.333333,3,0.666667,0,1.666667,0.333333,1,0,0,0,0,0,2,0,187.96,23,30
Blue,3,17.6,0.4,1.2,2.2,0,0.2,0.8,4,0,0,1,0,0,0,0,177.8,7,23.833333,0.166667,7.166667,0.833333,0.833333,0.5,0.333333,4,0,0,1,0,0,1,0,175.26,30,32
Red,16,43,0,9,0,0,0,0,1,0,0,0,0,0,0,0,170.18,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,187.96,24,24
Red,13,24,0,13,1,0,0,4,0,0,0,0,1,0,0,0,177.8,31,49,0,3,1,0,0,0,0,0,0,0,1,0,0,0,190.5,30,28
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,185.42,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,?,24,29
Red,5,15,0,8,0,1,0,0,1,0,0,0,0,0,0,0,165.1,3,50,0,14,0,0,0,0,1,0,0,0,0,0,0,0,172.72,31,28
Blue,6.333333,35.666667,0.333333,7,1,0,0.333333,0.333333,2,0,0,0,1,0,0,0,193.04,2,14,0,1.5,0,0,0,0,1,0,0,0,0,1,0,0,193.04,36,28
Blue,5.571429,25.071429,0.285714,1.214286,1.5,0.214286,1.5,0.928571,4,0,0,2,2,1,5,0,182.88,5.571429,18.714286,0.857143,2.285714,0.714286,0.428571,0.428571,2.285714,1,0,0,1,1,3,0,1,180.34,30,27
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,177.8,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,190.5,25,24
Blue,3.5,7.166667,0.166667,4.333333,0.833333,0.333333,1.333333,0.666667,3,0,0,0,0,0,3,0,187.96,4.333333,18.666667,0,1.333333,1.333333,0,0,1.666667,1,1,0,0,1,1,0,0,185.42,22,26
Red,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,175.26,2,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,175.26,23,20
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,185.42,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,170.18,28,22
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,182.88,30,26
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,185.42,26,23
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,170.18,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,182.88,26,34
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,177.8,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,182.88,28,26
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,172.72,6.5,18,0.5,1.5,0.5,0,1.5,0,1,0,0,0,0,1,0,0,172.72,22,25
Red,3.894737,6.526316,0.315789,1.947368,1.157895,0.052632,1.052632,1,5,4,0,0,2,3,8,0,200.66,12,30,1,1.625,0.125,0,0,0.375,0,1,0,0,2,6,0,0,195.58,33,28
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,203.2,4,28.875,0.75,4.625,2.5,0,0.25,1.875,1,2,0,0,1,6,0,0,195.58,32,29
Red,12,24.5,0.5,16.5,0,0,0,0.5,1,0,0,0,0,1,0,0,193.04,2.166667,19,0.333333,1.5,0.666667,0,0.166667,0.5,3,1,0,0,0,3,0,0,182.88,27,35
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,200.66,4.5,23,0.5,10.5,3.5,0,0,2,0,0,0,0,1,1,0,0,203.2,28,29
Red,8,40.5,1,3.5,0,0,0,0,0,0,0,0,0,2,0,0,208.28,3.2,9.2,0.2,5.8,0.8,0.4,1.7,0.3,3,0,1,0,0,3,3,0,213.36,34,24
Blue,2.75,23.5,0,0,2.5,0,0.75,1,1,0,0,0,2,1,0,0,180.34,7,10,1,2,1,0,1,1,0,1,0,0,0,0,1,0,172.72,28,24
Blue,0.5,10,0,2,2.5,0,1,5,1,0,0,0,0,0,1,0,182.88,11.25,21.25,1,15.25,0.25,0,0,1,0,0,0,1,1,2,0,0,190.5,27,26
Blue,3.555556,6.777778,0,0.666667,1.444444,0.333333,0.888889,1.888889,4,1,0,0,2,1,2,0,193.04,8.5,11.5,0,1.5,0.5,0.5,0,1,2,0,0,0,0,0,0,0,182.88,28,31
Red,13.428571,24.714286,0.142857,3,0,0,0,0.142857,3,0,0,1,2,1,0,0,177.8,5.875,15.5,0.25,6.25,0,0,0.375,0.375,4,1,0,2,1,1,0,0,187.96,33,30
Blue,0.5,1.5,0,0,0,0,3.5,0,0,0,0,0,0,0,2,0,185.42,2.285714,12.428571,0,2.142857,4,0.285714,1.857143,2.714286,2,0,0,2,3,0,0,0,180.34,23,31
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,193.04,8.833333,20.833333,0.166667,11.833333,0.833333,0,0,2.666667,2,0,0,1,2,1,0,0,193.04,32,30
Red,1.5,13.5,0.5,1.5,1.5,0,1.5,0.5,0,0,0,0,0,0,2,0,175.26,4.5,22,0,12.5,1,0,0,2.75,3,0,0,0,1,0,0,0,177.8,26,36
Red,4.5,32.75,0,8.25,1.25,0.25,1,1.75,0,0,0,0,2,0,2,0,182.88,1,14,0.5,3,2,0,0.5,0.5,0,0,0,0,0,1,1,0,182.88,23,25
Red,5,34,0,3,4,1,0,3,1,0,0,0,0,0,0,0,?,16.5,27.125,0,16.625,0.875,0,0.25,0.5,3,1,0,0,3,1,1,0,187.96,23,31
Red,6.461538,19.230769,0.538462,6,0.384615,0.538462,0.615385,1.384615,6,0,0,1,2,3,0,1,180.34,10.2,24.4,0.4,17,1.6,0,0.4,0.6,1,0,0,0,1,1,2,0,185.42,25,29
Red,9,36,0,16,0,2,4,1,0,0,0,0,1,0,0,0,172.72,6.666667,8.666667,0,13.333333,0.666667,0.333333,0,1.333333,1,0,0,2,0,0,0,0,172.72,33,32
Red,35.5,47.5,0.5,0.5,2,0.5,2,1,1,0,0,0,0,1,0,0,190.5,1.333333,17.666667,0.666667,1.166667,0.666667,0.333333,0.166667,0.833333,3,0,0,0,0,2,1,0,193.04,32,33
Blue,1.666667,23.166667,0.166667,1.666667,1,0,1,2.166667,3,0,0,0,2,0,1,0,187.96,1.538462,3.769231,0,4.615385,1,0.307692,0.846154,0.615385,7,0,0,0,0,2,4,0,203.2,29,36
Red,7.333333,39,0.666667,6.333333,3.666667,0.333333,0.666667,1.666667,2,0,0,0,0,1,0,0,180.34,4.333333,11,0.333333,2.333333,1.333333,0.333333,0,1.333333,1,0,0,0,1,1,0,0,187.96,27,24
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,177.8,1.333333,7.333333,0,1.666667,0.666667,0.666667,1,1,2,0,0,0,0,0,1,0,182.88,29,24
Red,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,7.714286,15.714286,0.142857,4.857143,3.428571,0.714286,0.571429,1.571429,3,0,0,1,1,1,1,0,182.88,30,28
Red,4,11.5,0,4,0,0,0,0.5,2,0,0,0,0,0,0,0,172.72,2.5,15.125,0.125,7.125,1.875,0.125,1,1.75,4,0,0,0,2,1,1,0,177.8,39,27
Blue,7,15,0,6,0,0,1,0,1,0,0,0,0,0,0,0,180.34,8,13.5,0,3.5,0,1,1,0,2,0,0,0,0,0,0,0,175.26,33,34
Blue,5,10,0,7,0,0,3,0,1,0,0,0,0,0,0,0,172.72,1,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,180.34,30,28
Red,4.166667,15.583333,0.25,4.25,2.166667,0.166667,2.25,1.583333,2,0,0,0,4,2,4,0,180.34,6.733333,33.666667,0.2,4.333333,0.866667,0.266667,1.2,0.933333,5,1,0,1,1,1,7,0,193.04,28,27
Blue,4.125,19.25,0.625,4.625,1.25,0,0.625,2.75,1,0,1,1,1,4,0,0,175.26,3.25,14.4,0.2,1.2,2.35,0.05,0.35,1.8,5,1,0,1,5,6,3,0,185.42,28,34
Blue,4.416667,14.75,0.25,7.25,0.583333,0.166667,0.416667,0.333333,4,0,0,1,0,3,3,1,185.42,1.222222,10.333333,0.111111,2.333333,1.555556,0.444444,1.444444,1.444444,2,0,0,0,2,0,5,0,180.34,28,32
Blue,10,49,1,6,0,0,0,0,0,0,0,0,0,1,0,0,208.28,1.25,9.5,0.875,9.125,0.375,0,0,0,4,0,0,0,1,3,0,0,187.96,34,32
Blue,4.25,22.75,0.5,5.25,0,0.5,0,0.5,2,1,0,0,1,1,0,0,185.42,4.333333,26.333333,0.333333,7,0.333333,0,0.333333,1,0,1,0,0,1,1,0,1,193.04,25,28
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,167.64,0,6,1,1,0,0,0,0,0,1,0,0,0,1,0,0,167.64,25,27
Red,21,24,0,5,6,0,2,3,0,0,0,0,1,0,0,0,182.88,9.833333,31,0.166667,4.833333,2,0.166667,1.166667,2.833333,1,0,0,1,3,1,0,0,190.5,25,24
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,170.18,0,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,160.02,21,27
Red,3,42,0,10,1,2,0,1,0,0,0,0,0,1,0,0,182.88,8.5,15,0,9.5,1.5,0.25,0,3.75,1,0,0,1,1,1,0,0,180.34,28,32
Red,4.333333,4.333333,0.333333,5.666667,0,0.333333,0.666667,0,1,0,0,0,0,1,1,0,185.42,3,22,1,0,0,0,0,1,1,1,0,0,0,0,0,0,167.64,28,25
Red,0,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,?,15,16,1,5,2,1,2,2,0,0,0,0,0,0,1,0,180.34,28,28
Blue,4.333333,8.333333,0,1.333333,0,0,0.666667,0.666667,2,0,0,0,0,1,0,0,190.5,1.666667,14.333333,0.166667,1.166667,1.166667,0,0.833333,1.5,4,0,0,0,1,0,1,0,185.42,26,29
Red,3.071429,23.214286,0.285714,1.214286,2.357143,0.071429,0,3.428571,2,3,1,3,3,5,0,0,190.5,9.2,19.2,0.3,7.8,1.9,0,0.7,2.1,1,3,0,0,2,3,4,0,213.36,32,24
Red,0,9,2,2,0,0,0,0,0,0,0,0,0,1,0,0,193.04,2.75,18,0,5,0.75,0.25,1,3,1,0,0,0,1,1,1,0,193.04,29,22
Blue,4,18,0,0,5.333333,0,0.666667,2.333333,2,0,0,0,1,0,0,0,198.12,3.666667,21.166667,0.666667,0.333333,0.166667,0,0,0.666667,2,1,0,0,1,3,0,0,198.12,30,29
Blue,4.666667,21.666667,0.666667,5.333333,1.333333,0,1,2,0,0,0,1,1,1,0,0,177.8,10.666667,29,0,9.333333,1.666667,0.666667,1,0,1,0,0,0,2,0,0,0,193.04,21,31
Blue,0,9,0,1,0,0,2,0,1,0,0,0,0,0,0,0,?,7.6,19.4,0.4,2,0.2,0,0.2,0.2,2,1,0,0,1,1,1,0,172.72,33,29
Red,0.333333,9,0,1,0.666667,0,1,0.666667,3,1,0,0,0,0,0,0,182.88,5.2,11.3,0,1.9,4,0.3,1.2,2.8,4,0,0,0,2,0,4,0,190.5,32,30
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,185.42,4,14.5,0.5,7.25,2,0,0.25,1.5,1,0,0,0,1,2,0,0,200.66,33,29
Red,7,9,1,6,0,0,0,0,0,0,0,0,0,1,0,0,190.5,9.454545,15.272727,0.454545,3.727273,0.636364,0.181818,1.272727,0.818182,5,0,0,0,1,4,1,0,190.5,29,31
Blue,20.666667,39,0,17.666667,0,0.333333,0.333333,1,2,0,0,0,1,0,0,0,190.5,6,24.333333,0.666667,11,0,0,0,0,1,0,0,0,1,1,0,0,172.72,32,26
Red,2.166667,15.333333,0.5,7,1.166667,0.166667,1,1.333333,3,1,0,0,2,1,0,0,177.8,4.777778,24.777778,0.333333,2.222222,2.111111,0.333333,0.555556,1,5,1,0,0,1,1,2,0,177.8,26,32
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,177.8,11.5,15.5,0,0.5,1.5,0.5,0,1.5,2,0,0,0,0,0,0,0,190.5,36,30
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,180.34,13,61,0,14,0,0,0,1,0,0,0,0,1,0,0,0,180.34,28,27
Red,5.875,14.625,0.25,1.875,1.25,0,0.375,0.625,3,0,0,0,0,5,0,0,187.96,1.166667,11.666667,0.666667,1.333333,1.666667,0,0.833333,0.5,1,0,0,0,0,3,2,0,200.66,29,25
Red,3.25,16.666667,0.25,0.75,0.25,0.166667,0,0.833333,6,0,0,1,1,4,0,0,182.88,5.75,13.625,0.625,7.5,0.125,0,0.375,0,3,0,0,0,2,2,1,0,187.96,30,31
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,185.42,3.571429,11.714286,0.571429,2.285714,2.142857,0.285714,1.714286,1.428571,3,0,0,0,2,1,1,0,185.42,27,31
Red,16,16.666667,0.333333,13.333333,0,0,0,0.666667,1,0,0,1,1,0,0,0,170.18,4.230769,17.692308,0.538462,9.076923,0.692308,0.153846,0.230769,0.384615,5,0,0,0,3,3,2,0,177.8,29,33
Blue,6,18,0,3,7,1,2,6,0,0,0,0,1,0,0,0,175.26,1.714286,12,0.285714,0.714286,1.428571,0.142857,0.285714,0.428571,3,1,0,0,0,2,2,0,190.5,28,29
Red,2,8,0,7,0,0,0,0,1,0,0,0,0,0,0,0,167.64,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,172.72,29,33
Blue,8,21,1,1,1,0,0,0,1,0,0,0,0,0,0,0,185.42,4,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,187.96,28,33
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,190.5,10.75,29.5,0.5,7.5,0,0.25,0,0.25,2,0,0,0,1,1,0,0,205.74,29,38
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,200.66,20,23,1,8,1,0,0,3,0,0,0,0,1,0,0,0,198.12,30,30
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,182.88,28,33
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,180.34,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,200.66,27,28
Red,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,?,9.5,23.5,0,11.5,0,0,0,1,2,0,0,0,0,0,0,0,185.42,27,25
Blue,5,24.384615,0.307692,1.307692,1.538462,0.153846,1.538462,0.923077,4,0,0,2,2,1,4,0,182.88,3.375,18.375,0.625,10.3125,1.0625,0.125,0.3125,0.5625,5,1,0,0,3,6,1,1,177.8,29,28
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,?,20.5,23,0,13.5,2.5,0,0,2.5,0,0,0,0,2,0,0,0,165.1,35,27
Draw,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,162.56,14,15.666667,0,8.333333,2.333333,0.333333,0,5.333333,1,1,0,0,2,0,0,0,167.64,27,25
Blue,4.666667,20.666667,1.333333,1,0.666667,0.333333,0.666667,1,1,0,0,1,0,1,0,0,185.42,7,28.666667,0,12.333333,3.333333,0,1,3,0,1,0,0,1,0,2,0,190.5,32,27
Red,21,40.5,0,4.5,0,0,0,0,1,0,1,0,0,0,0,0,198.12,1.333333,8.666667,0.333333,1,1.333333,0,0.333333,2,1,0,0,0,0,2,0,0,190.5,28,30
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,195.58,0.6,13.8,0.2,3.4,1.6,0,0.8,1.2,3,0,0,0,0,0,2,0,190.5,31,39
Blue,30,36,0,6,0,0,2,0,0,0,0,0,1,0,0,0,177.8,3.6,12,0.3,2.5,1.7,0.6,2,0.3,3,0,0,0,1,1,5,0,187.96,25,27
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,193.04,4.25,12.5,0.25,6,2.25,0,0.75,1.25,1,0,0,0,0,1,2,0,193.04,26,31
Red,3,27,0,3,0,0,0,0,0,0,0,0,0,1,0,0,193.04,1.333333,11.333333,0,2,5,1,3,3,1,0,0,0,1,0,1,0,190.5,28,23
Blue,1,16,0,2,2,0,1,1,0,0,0,0,0,0,1,0,175.26,10,9.5,0,10,1,0,0.5,2,1,0,0,0,0,0,1,0,182.88,26,31
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,190.5,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,190.5,27,32
Blue,20.333333,27.333333,0.333333,6,3,0,0.666667,4,0,0,0,0,3,0,0,0,177.8,11.090909,40.272727,0.090909,6.181818,1.909091,0.181818,0.363636,3.181818,2,4,0,0,6,2,1,0,172.72,28,30
Blue,2.125,16.125,0.625,3.875,1.625,0,0.25,2,2,1,0,0,3,3,0,0,187.96,9.1,21.5,0.8,4,0.9,0,0,0.5,3,4,0,1,3,3,0,0,185.42,28,33
Red,8.533333,15.866667,0.266667,10.733333,0.8,0.2,0.2,1.6,5,0,1,0,2,6,0,1,208.28,0.333333,20,0.333333,0.666667,1.333333,0,0.333333,1,1,0,0,0,1,1,0,0,182.88,36,37
Blue,12.333333,14.333333,0,8,3.333333,0,0,1.333333,2,1,0,1,0,0,0,0,182.88,2.5,27.25,0,3.5,1.5,0,0.25,2,3,0,0,1,0,0,0,0,185.42,33,36
Blue,7.625,17.5,0.125,3.875,1.25,0.125,0.5,1.875,3,0,0,0,3,2,0,0,187.96,4.076923,22.769231,0.307692,2,2.923077,0,0.615385,1.461538,3,1,0,1,5,3,0,1,190.5,31,30
Red,0,16,1,1,0,0,0,0,0,0,0,0,0,1,0,0,177.8,6,13,0,5,3,0,0,2,0,0,0,1,0,0,0,0,177.8,28,28
Red,0.818182,11,0.181818,0.181818,3.181818,0.272727,1.818182,1.454545,3,0,0,0,0,2,6,0,180.34,0.5,10.5,0,6.5,2,0,0.5,3,1,0,0,1,0,0,0,0,182.88,27,25
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,?,4.25,6.5,0.25,0,0,0,0,0,3,0,0,0,0,1,0,0,177.8,36,33
Blue,9,10,0,10,0,0,2,4,1,0,0,0,0,0,0,0,167.64,4.5,9.5,0,1.5,0,0.5,0,0.5,2,0,0,0,0,0,0,0,167.64,29,34
Red,16,17.8,0,6.8,0.6,0,0.4,0.4,4,0,0,0,0,0,1,0,190.5,4,20,0,4,3,0,0,6,1,0,0,0,0,0,0,0,185.42,25,31
Blue,14.666667,31.666667,0,8,2.666667,0,0.333333,1,1,0,0,1,1,0,0,0,160.02,6.666667,26.666667,0.666667,9,1.333333,0,0,1.666667,1,0,0,1,0,1,0,0,172.72,30,28
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,160.02,0,3,0,0,0,0,2,0,1,0,0,0,0,0,1,0,177.8,27,33
Blue,4.833333,14.5,0.833333,1.333333,0.833333,0.5,0.5,2.333333,1,0,0,1,0,3,0,1,180.34,6.5625,27.375,0.3125,1,1.9375,0.1875,0.8125,1.375,4,2,0,1,6,5,0,0,182.88,26,30
Red,11,33,1,11,0,0,0,1,0,0,0,0,0,1,0,0,193.04,3,7.333333,0.111111,4.666667,0.444444,0.444444,1.888889,0.222222,3,0,1,0,0,2,3,0,213.36,27,23
Blue,17,10,0,13,5,0,0,6,0,0,0,0,1,0,0,0,190.5,9,21.125,0.5,10.25,1,0,0.375,3.125,2,0,0,1,3,2,0,0,185.42,23,37
Red,1,13,0,0,10,0,0,3,0,0,0,0,1,0,0,0,208.28,9,38,0,21,7,0,0,4,0,0,0,0,1,0,0,0,203.2,25,29
Red,5.5,13.5,1,9,0.5,0.5,1,0,1,0,0,0,0,1,0,0,175.26,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,170.18,27,26
Red,1,19,1,1,1,0,0,0,0,0,0,0,0,1,0,0,172.72,7.333333,11,0.333333,7.333333,0,0,0.666667,0,1,0,0,0,1,1,0,0,162.56,25,29
Red,3,22.5,0,6.5,2.5,0,2,1.5,1,0,0,0,0,0,1,0,185.42,4.5,21.5,0,1.5,2,0,0,2,1,1,0,0,1,0,0,0,185.42,29,26
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,177.8,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,182.88,29,27
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,165.1,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,190.5,30,27
Blue,6.2,20.2,0.4,7.2,3.4,0.8,1.2,0.8,1,0,0,1,0,3,0,0,190.5,9.454545,34.181818,0.272727,1.727273,0.727273,0.363636,1.090909,1.181818,4,0,0,0,1,4,2,0,193.04,27,28
Blue,1.5,17.25,0,3.75,1,0,0,0.5,2,0,0,0,0,2,0,0,195.58,1.6,19.2,0.4,1.2,0.8,0,0,0.6,2,1,0,0,0,3,0,0,182.88,34,35
Red,8.571429,23.714286,0.142857,8,1.571429,0,0.428571,2.857143,2,0,0,1,2,1,1,0,177.8,2.842105,14,0.210526,1.263158,2.473684,0.052632,0.368421,1.789474,5,1,0,0,5,6,3,0,185.42,31,34
Red,4,19.5,0,5,1,0,0,3,0,0,0,0,1,1,0,0,167.64,10,24.5,0.5,7,1,0,0.5,3,0,0,0,0,1,0,1,0,177.8,29,25
Red,3,23,0,0,3,0,0,3,0,0,0,0,1,0,0,0,195.58,7.727273,15.181818,0.181818,0.363636,2.363636,0.363636,0.909091,2.181818,5,1,0,0,1,2,3,0,195.58,30,31
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,175.26,6,41.666667,0,9.333333,1,0.333333,0.333333,2,0,0,0,0,2,0,1,0,182.88,20,23
Blue,10.5,19.5,0,4,1.5,1.5,0.5,0,1,0,0,0,0,1,0,0,175.26,11.666667,23,0,4.333333,0,0.666667,0.333333,0,2,0,0,0,1,0,0,0,185.42,27,23
Red,9.5,14.5,0,9.5,0,0,0,0,1,0,0,0,1,0,0,0,182.88,8.9,14.4,0.4,3.2,0.6,0.2,1.4,0.8,5,0,0,0,1,3,1,0,190.5,28,31
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,172.72,12.625,20.5,0,8.5,3.75,0.125,0.625,3.25,3,0,0,0,3,1,0,0,187.96,28,26
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,185.42,4,13.666667,0,10.333333,1.666667,0,0,2.333333,2,0,0,0,1,0,0,0,193.04,22,29
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,190.5,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,?,28,31
Red,15,19.6,0,4.6,7,0,0.8,2.6,0,0,0,0,3,0,2,0,200.66,2.923077,20.692308,0.307692,1.230769,2.076923,0,0,3.461538,2,3,1,3,2,5,0,0,190.5,27,32
Red,7.733333,37.866667,0.266667,4.133333,0.8,0.133333,0.333333,1.4,3,1,0,1,3,8,0,0,190.5,4.555556,23.777778,0,8.777778,2.777778,0.111111,0.222222,3.333333,4,1,0,0,4,0,1,0,187.96,32,34
Blue,0.666667,15.333333,0,2.333333,3.333333,0,0.666667,2.333333,0,0,0,0,1,0,2,0,198.12,3.5,13.5,0,1.666667,3,0.25,1.083333,2.083333,3,1,0,0,4,0,5,0,182.88,27,34
Red,11.625,21.75,0,6.125,2.25,0,2,3.125,3,0,0,1,3,0,1,0,172.72,4,36.142857,0.285714,1.285714,1.428571,0,1.571429,1.142857,2,0,0,2,1,1,1,0,177.8,27,30
Red,4,28,0,2,2,0,0,1,1,0,0,0,0,0,0,0,?,2,14.333333,0.333333,0,1,0.333333,0.666667,3.666667,0,0,0,0,1,1,0,1,185.42,36,35
Red,8.5,24.5,0.166667,4.666667,0.166667,0.166667,0,0.5,4,0,0,1,0,1,0,0,182.88,2,10,0,5,1,0,1,1,1,0,0,0,0,0,0,0,177.8,30,28
